INFLATION EXPECTATIONS; YEAR-ON-YEAR CHANGE IN HICP,,,,,,,,,,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,TN1_0,FN1_0TN0_6,FN0_5TN0_1,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,,,,,,,,,
2020,95,1.2796400593,.342866873,.8176896564,3.4696027028,9.9614993014,19.351890066,25.4375796026,20.5682467741,12.587552761,5.5444093322,1.5276453951,.2848023331,.1062152023,,,,,,,,,
2020,96,1.1,,,5,10,25,30,15,10,5,,,,,,,,,,,,
2020,97,1.2,,,,,,,,,,,,,,,,,,,,,
2020,98,1.3,,,,5,30,40,25,,,,,,,,,,,,,,
2020,99,1.2,,,,,10,70,20,,,,,,,,,,,,,,
2020,101,1,,,,10,40,40,10,,,,,,,,,,,,,,
2020,102,1,,,,,,,,,,,,,,,,,,,,,
2020,103,1.2,,,,5,35,45,10,5,,,,,,,,,,,,,
2020,107,1.253348,.0034492883,.088258506,1.1245861526,7.0400113573,21.7531383567,33.2893734986,25.265616817,9.5016461687,1.7652546753,.1612950802,.0072114661,.0001586332,,,,,,,,,
2020,110,1.5796951075,.0014810146,.0193921214,.3062062902,2.4805270991,10.7506323982,24.9975692423,31.2405924967,20.9950683473,7.5806295974,1.4674443191,.1518393334,.0086177403,,,,,,,,,
2020,111,,,,,,,,,,,,,,,,,,,,,,
2020,112,1.2,,,5,10,20,30,20,10,5,,,,,,,,,,,,
2020,114,1.7,,,,,,,,,,,,,,,,,,,,,
2020,115,1.2,.8120731148,1.650236226,5.3149193133,11.3292402907,18.0488554433,21.4924987572,19.1306232289,12.7281478018,6.3293174309,2.3520152783,.6530220503,.1590510645,,,,,,,,,
2020,116,1.2,0,0,0,5,20,40,20,15,0,0,0,0,,,,,,,,,
2020,121,1.1657323764,.5,1,5,10,25,28,20,8,2,.5,0,0,,,,,,,,,
2020,127,1.5,.0386911332,.1907260013,1.3302990542,5.6409329348,14.9986176775,25.0273601731,26.220715709,17.2487855523,7.1218106336,1.8441893556,.2991806422,.0386911332,,,,,,,,,
2020,128,1.3,,,1,2,9,50,30,5,2,1,,,,,,,,,,,
2020Sep,1,1.2,,1,2,4,15,41,25,8,3,1,,,,,,,,,,,
2020Sep,2,1.4,0,0,0,0,0,40,60,0,0,0,0,0,,,,,,,,,
2020Sep,4,1.2,,,2.5,5,20,40,20,10,2.5,,,,,,,,,,,,
2020Sep,5,1.2,,,,,30,50,20,,,,,,,,,,,,,,
2020Sep,6,1.1,,,,,,70,30,,,,,,,,,,,,,,
2020Sep,7,,,,,,,,,,,,,,,,,,,,,,
2020Sep,10,.8,,,5,30,60,5,,,,,,,,,,,,,,,
2020Sep,14,1.5,0,0,1,4,15,30,29,16,4,1,0,0,,,,,,,,,
2020Sep,15,,,,,,,,,,,,,,,,,,,,,,
2020Sep,16,1,0,1,2,10,24,31,21,8,2,1,0,0,,,,,,,,,
2020Sep,20,1.2,,,,10,25,40,20,5,,,,,,,,,,,,,
2020Sep,22,1.2,,,,10,30,40,20,,,,,,,,,,,,,,
2020Sep,23,1.3,,,,5,23,28,24,13,6,1,,,,,,,,,,,
2020Sep,24,1.2159286908,1,2,6,12,28,14,14,12,6,4,1,,,,,,,,,,
2020Sep,26,1.4,,,,5,20,35,25,10,5,,,,,,,,,,,,
2020Sep,32,1.2,,,,,,,,,,,,,,,,,,,,,
2020Sep,33,1.3,,,,,,,,,,,,,,,,,,,,,
2020Sep,37,1.5,,,,,2,46,52,,,,,,,,,,,,,,
2020Sep,38,,,,,,,,,,,,,,,,,,,,,,
2020Sep,39,1.2,,,,5,20,40,25,5,5,,,,,,,,,,,,
2020Sep,41,,,,,,,,,,,,,,,,,,,,,,
2020Sep,45,,,,,,,,,,,,,,,,,,,,,,
2020Sep,47,1,,,5,5,25,35,20,5,5,,,,,,,,,,,,
2020Sep,48,1.3,,,,,10,75,15,,,,,,,,,,,,,,
2020Sep,54,,,,,,25,50,25,,,,,,,,,,,,,,
2020Sep,56,1.2,,,,5,20,50,20,5,,,,,,,,,,,,,
2020Sep,57,1.3,0,0,0,10,20,55,15,0,0,0,0,0,,,,,,,,,
2020Sep,61,1.4,,,,,30,45,20,5,,,,,,,,,,,,,
2020Sep,67,,,,,,,,,,,,,,,,,,,,,,
2020Sep,80,,,,,,,,,,,,,,,,,,,,,,
2020Sep,82,1.2,,,,,,,,,,,,,,,,,,,,,
2020Sep,85,1.0748376101,.0000154999,.0040451111,.2811439215,5.3307723799,28.4236231833,43.7494419499,19.6014297972,2.5184957604,.0901569584,.0008732005,.0000022364,.0000000015,,,,,,,,,
2020Sep,88,1.2,,,5,9,11,15,20,20,15,5,,,,,,,,,,,
2020Sep,89,1.5342723402,0,0,.1,1.2,10.2,31.6,37.2,16.7,2.8,.2,0,0,,,,,,,,,
2020Sep,93,1.6,,,,,2.5,35,45,12.5,5,,,,,,,,,,,,
2020Sep,95,1.1600849928,.9099277014,1.5530842872,6.158537773,8.8729616826,16.9401796321,29.1220415222,22.5444764934,9.6237008275,3.292227977,.7968246883,.1364459831,.0495914322,,,,,,,,,
2020Sep,96,1.1,,,3,7,30,35,15,7,3,,,,,,,,,,,,
2020Sep,97,1.1,,,,,,,,,,,,,,,,,,,,,
2020Sep,98,1.3,,,,5,35,35,20,5,,,,,,,,,,,,,
2020Sep,99,1.1,,,,,,,,,,,,,,,,,,,,,
2020Sep,101,.9,,,,,,,,,,,,,,,,,,,,,
2020Sep,102,1.1,,,,,,,,,,,,,,,,,,,,,
2020Sep,103,1.3,,,,5,20,45,25,5,,,,,,,,,,,,,
2020Sep,107,1.306894,.0241806631,.3061983156,2.2744854356,9.5222217145,22.5155867076,30.1112733276,22.7873462013,9.7536715764,2.3580268604,.3213111273,.0246150243,.0010830463,,,,,,,,,
2020Sep,110,1.1036655564,.2396587988,.8780635822,4.2098845345,11.9441296839,21.9679766132,26.204006853,20.2742247553,10.1727248244,3.3085113884,.6969520745,.095002269,.0088646228,,,,,,,,,
2020Sep,111,,,,,,,,,,,,,,,,,,,,,,
2020Sep,112,1.1,,,5,10,20,30,20,10,5,,,,,,,,,,,,
2020Sep,114,1.8,,,,,,,,,,,,,,,,,,,,,
2020Sep,115,1.2,.8120731148,1.650236226,5.3149193133,11.3292402907,18.0488554433,21.4924987572,19.1306232289,12.7281478018,6.3293174309,2.3520152783,.6530220503,.1590510645,,,,,,,,,
2020Sep,116,1.3,0,0,0,5,20,35,30,10,0,0,0,0,,,,,,,,,
2020Sep,121,1.1623010149,.5,1,5,10,25,28,20,8,2,.5,0,0,,,,,,,,,
2020Sep,127,1.5,.0386911332,.1907260013,1.3302990542,5.6409329348,14.9986176775,25.0273601731,26.220715709,17.2487855523,7.1218106336,1.8441893556,.2991806422,.0386911332,,,,,,,,,
2020Sep,128,1.4,,,1,3,10,45,30,8,2,1,,,,,,,,,,,
2021,1,1.5,,1,2,5,12,33,35,8,3,1,,,,,,,,,,,
2021,2,1.5,0,0,0,0,0,40,60,0,0,0,0,0,,,,,,,,,
2021,4,1.1,,2.5,2.5,5,20,30,25,10,5,,,,,,,,,,,,
2021,5,1.5,,,,5,10,30,35,15,5,,,,,,,,,,,,
2021,6,1,,,,,20,60,20,,,,,,,,,,,,,,
2021,7,,,,,,,,,,,,,,,,,,,,,,
2021,10,1.1,,,,5,30,60,5,,,,,,,,,,,,,,
2021,14,1.7,0,0,2,5,11,23,22,21,11,4,1,0,,,,,,,,,
2021,15,1.7,,,,5,10,20,30,20,10,5,,,,,,,,,,,
2021,16,1.2,2,4,7,9,19,23,19,9,5,2,1,0,,,,,,,,,
2021,20,1.4,,,,10,20,35,25,10,,,,,,,,,,,,,
2021,22,1.4,,,,,20,40,35,5,,,,,,,,,,,,,
2021,23,1.3,,,1,6,22,26,23,15,6,1,,,,,,,,,,,
2021,24,1.188191928,1,2,6,12,28,14,14,12,6,4,1,,,,,,,,,,
2021,26,1.5,,,5,5,15,25,25,10,10,5,,,,,,,,,,,
2021,32,1.3,.0018589069,.0435687189,.7288606217,5.5760815022,20.1036034988,34.0797376722,27.2407171791,10.2574718332,1.8127661529,.1495137183,.0057185762,.0001016196,,,,,,,,,
2021,33,1.5,,0,0,7,14,28,27,12,9,3,0,,,,,,,,,,
2021,37,1.6,,,,,,25,68,7,,,,,,,,,,,,,
2021,38,1.4,,,,,10,70,20,,,,,,,,,,,,,,
2021,39,1.5,,,,5,10,30,35,15,5,,,,,,,,,,,,
2021,41,1.6,,,,,,40,30,30,,,,,,,,,,,,,
2021,45,1.525,,,,5,10,30,30,20,5,,,,,,,,,,,,
2021,47,,,,,,,,,,,,,,,,,,,,,,
2021,48,1.3,,,,,10,75,15,,,,,,,,,,,,,,
2021,54,,,,,,30,50,20,,,,,,,,,,,,,,
2021,56,1.2,,,,,20,60,20,,,,,,,,,,,,,,
2021,57,1.3,0,0,0,5,15,50,25,5,0,0,0,0,,,,,,,,,
2021,61,,,,,,,,,,,,,,,,,,,,,,
2021,67,,,,,,,,,,,,,,,,,,,,,,
2021,80,1.7,.2301495972,0,1.495972382,3.912543153,14.3843498274,22.4395857307,22.8998849254,19.2174913694,9.0909090909,4.3728423475,1.3808975834,.5753739931,,,,,,,,,
2021,82,1.4,,,,,,,,,,,,,,,,,,,,,
2021,85,1.46708848,.0199449079,.1978576942,1.3150290303,5.5202893715,14.6519954378,24.6084996332,26.1649985306,17.6127407041,7.5033380659,2.0216050215,.3441251347,.0395764683,,,,,,,,,
2021,88,1.3,,3,8,11,12,14,15,14,10,8,5,,,,,,,,,,
2021,89,1.7381768844,0,0,.1,.2,3.4,21.9,43,26.2,4.9,.3,0,0,,,,,,,,,
2021,93,1.7,,,,,2.5,30,47.5,15,5,,,,,,,,,,,,
2021,95,1.3329442875,1.6181387573,2.1496524472,5.3553440293,9.6203002596,15.5203254268,20.7017013776,17.0854792642,13.8540970298,9.0181531659,3.5961041381,1.2161096121,.2645944921,,,,,,,,,
2021,96,1.5,,,3,7,10,20,35,15,7,3,,,,,,,,,,,
2021,97,,,,,,,,,,,,,,,,,,,,,,
2021,98,1.3,,,,5,30,35,25,5,,,,,,,,,,,,,
2021,99,1.3,,,,,10,70,20,,,,,,,,,,,,,,
2021,101,1.2,,,,10,20,40,20,7.5,2.5,,,,,,,,,,,,
2021,102,1.5,,,,,,,,,,,,,,,,,,,,,
2021,103,1.5,,,,5,10,25,35,15,10,,,,,,,,,,,,
2021,107,1.249766,.0430583958,.4125058664,2.5270624066,9.3431154924,20.8756416141,28.2130774812,23.0715424564,11.4134173576,3.4128865878,.6160932269,.0670341599,.0045649549,,,,,,,,,
2021,110,1.3756899594,.1723840581,.5778267825,2.7127438005,8.0212202837,16.4222628664,23.2873447092,22.875392925,15.5659382391,7.3361175329,2.3938774326,.5406118835,.0942794865,,,,,,,,,
2021,111,,,,,,,,,,,,,,,,,,,,,,
2021,112,1.4,,,5,10,20,30,20,10,5,,,,,,,,,,,,
2021,114,1.6,,,,,,,,,,,,,,,,,,,,,
2021,115,,,,,,,,,,,,,,,,,,,,,,
2021,116,,,,,,,,,,,,,,,,,,,,,,
2021,121,1.4575520844,.5,1,2,10,20,27,24,10,4,1.5,0,0,,,,,,,,,
2021,127,1.8,.3913613695,1.0014949663,3.3771162138,8.1417725013,14.7764418343,20.1906243238,20.7723625789,16.090917594,9.3845210369,4.1203432442,1.3616829675,.3913613695,,,,,,,,,
2021,128,1.7,1,1,1,2,7,20,30,20,10,5,2,1,,,,,,,,,
2021Sep,1,1.2,,1,2,5,12,33,35,8,3,1,,,,,,,,,,,
2021Sep,2,1.6,0,0,0,0,0,10,80,10,0,0,0,0,,,,,,,,,
2021Sep,4,1.2,,2.5,2.5,5,20,30,25,10,5,,,,,,,,,,,,
2021Sep,5,1.2,,,2.5,10,20,35,20,10,2.5,,,,,,,,,,,,
2021Sep,6,1,,,,,20,60,20,,,,,,,,,,,,,,
2021Sep,7,,,,,,,,,,,,,,,,,,,,,,
2021Sep,10,1.2,,,,5,30,60,5,,,,,,,,,,,,,,
2021Sep,14,1.6,0,1,2,7,14,22,23,17,10,3,1,0,,,,,,,,,
2021Sep,15,,,,,,,,,,,,,,,,,,,,,,
2021Sep,16,1.2,2,4,7,9,19,23,19,9,5,2,1,0,,,,,,,,,
2021Sep,20,1.4,,,,10,20,35,25,10,,,,,,,,,,,,,
2021Sep,22,1.4,,,,,20,40,35,5,,,,,,,,,,,,,
2021Sep,23,1.3,,,1,6,22,25,23,16,6,1,,,,,,,,,,,
2021Sep,24,1.2118761538,1,2,6,12,28,14,14,12,6,4,1,,,,,,,,,,
2021Sep,26,1.6,,,5,5,10,25,25,15,10,5,,,,,,,,,,,
2021Sep,32,1.3,,,,,,,,,,,,,,,,,,,,,
2021Sep,33,1.5,,,,,,,,,,,,,,,,,,,,,
2021Sep,37,1.6,,,,,1,37,58,4,,,,,,,,,,,,,
2021Sep,38,,,,,,,,,,,,,,,,,,,,,,
2021Sep,39,1.4,,,,5,15,30,25,15,10,,,,,,,,,,,,
2021Sep,41,,,,,,,,,,,,,,,,,,,,,,
2021Sep,45,,,,,,,,,,,,,,,,,,,,,,
2021Sep,47,,,,,,,,,,,,,,,,,,,,,,
2021Sep,48,1.3,,,,,10,75,15,,,,,,,,,,,,,,
2021Sep,54,,,,,,40,50,10,,,,,,,,,,,,,,
2021Sep,56,1.2,,,,5,20,50,20,5,,,,,,,,,,,,,
2021Sep,57,1.4,0,0,0,5,15,45,30,5,0,0,0,0,,,,,,,,,
2021Sep,61,,,,,,,,,,,,,,,,,,,,,,
2021Sep,67,,,,,,,,,,,,,,,,,,,,,,
2021Sep,80,,,,,,,,,,,,,,,,,,,,,,
2021Sep,82,,,,,,,,,,,,,,,,,,,,,,
2021Sep,85,1.5766444506,.0019115821,.0386866245,.4541864097,3.0182819509,11.3809089635,24.3963259856,29.7668184951,20.6797661043,8.1752527486,1.8364049535,.2339041259,.0175520563,,,,,,,,,
2021Sep,88,1.3,,3,8,11,12,14,15,14,10,8,5,,,,,,,,,,
2021Sep,89,1.6,0,0,.3,2.5,11.7,27.5,32.4,19.1,5.7,.8,0,0,,,,,,,,,
2021Sep,93,1.6,,,,,2.5,32.5,45,15,5,,,,,,,,,,,,
2021Sep,95,1.3322726411,1.9238322314,2.5882025939,5.0319698685,10.2882998563,15.637725408,20.0272199472,16.0062286385,13.1704228807,9.0449729894,4.0288056218,1.6465951882,.6057247761,,,,,,,,,
2021Sep,96,1.6,,,3,7,10,20,35,15,7,3,,,,,,,,,,,
2021Sep,97,,,,,,,,,,,,,,,,,,,,,,
2021Sep,98,1.3,,,,5,30,40,20,5,,,,,,,,,,,,,
2021Sep,99,1.3,,,,,,,,,,,,,,,,,,,,,
2021Sep,101,1.2,,,,,,,,,,,,,,,,,,,,,
2021Sep,102,,,,,,,,,,,,,,,,,,,,,,
2021Sep,103,1.5,,,,5,10,25,35,15,10,,,,,,,,,,,,
2021Sep,107,1.234666,.1048044631,.7100439457,3.3834544876,10.3946714966,20.6050869511,26.3676263561,21.786245009,11.6210403279,3.9999628158,.887750535,.1269203776,.0123932345,,,,,,,,,
2021Sep,110,1.4057875718,.3116029992,.8172227824,3.215643562,8.2959814527,15.6218581847,21.4751764566,21.5535143155,15.7934563767,8.4484436079,3.2987042632,.9398776789,.2285183202,,,,,,,,,
2021Sep,111,,,,,,,,,,,,,,,,,,,,,,
2021Sep,112,1.4,,,5,10,20,30,20,10,5,,,,,,,,,,,,
2021Sep,114,1.7,,,,,,,,,,,,,,,,,,,,,
2021Sep,115,,,,,,,,,,,,,,,,,,,,,,
2021Sep,116,,,,,,,,,,,,,,,,,,,,,,
2021Sep,121,1.4798597471,.5,1,2,10,20,27,24,10,4,1.5,0,0,,,,,,,,,
2021Sep,127,1.8,.3913613695,1.0014949663,3.3771162138,8.1417725013,14.7764418343,20.1906243238,20.7723625789,16.090917594,9.3845210369,4.1203432442,1.3616829675,.3913613695,,,,,,,,,
2021Sep,128,1.8,1,1,1,2,6,15,30,25,10,6,2,1,,,,,,,,,
2024,1,1.7,,1,2,4,8,32,39,10,3,1,,,,,,,,,,,
2024,2,1.6,0,0,0,0,0,20,70,10,0,0,0,0,,,,,,,,,
2024,4,1.7,2.5,2.5,5,10,12.5,20,20,12.5,7.5,5,2.5,,,,,,,,,,
2024,5,1.7,,,1,2,7,25,30,25,7,2,1,,,,,,,,,,
2024,6,1.5,,,,,,30,60,10,,,,,,,,,,,,,
2024,7,,,,,,,,,,,,,,,,,,,,,,
2024,10,1.5,,,,2,3,42,51,2,,,,,,,,,,,,,
2024,14,1.7,2,2,6,7,11,14,17,16,11,7,4,3,,,,,,,,,
2024,15,2,,,,5,10,15,20,20,15,10,5,,,,,,,,,,
2024,16,1.6,1,2,3,5,11,20,22,17,9,6,3,1,,,,,,,,,
2024,20,1.7,,,3,7,13,25,30,17,5,,,,,,,,,,,,
2024,22,1.6,,,,,15,30,40,15,,,,,,,,,,,,,
2024,23,1.6,,,2,4,14,18,20,18,14,8,2,,,,,,,,,,
2024,24,1.1744046007,1,2,6,12,28,14,14,12,6,4,1,,,,,,,,,,
2024,26,2,,,5,5,10,10,20,20,10,10,5,5,,,,,,,,,
2024,32,,,,,,,,,,,,,,,,,,,,,,
2024,33,1.8,,0,0,6,12,18,24,18,9,9,4,,,,,,,,,,
2024,37,2,,,,,,2,45,48,5,,,,,,,,,,,,
2024,38,1.7,,,,,,20,70,10,,,,,,,,,,,,,
2024,39,1.6,,,,5,10,25,30,20,10,,,,,,,,,,,,
2024,41,,,,,,,,,,,,,,,,,,,,,,
2024,45,1.675,,,,,10,25,35,20,10,,,,,,,,,,,,
2024,47,1.8,,,,,,,,,,,,,,,,,,,,,
2024,48,1.5,,,,,,,,,,,,,,,,,,,,,
2024,54,,,,,,30,50,20,,,,,,,,,,,,,,
2024,56,1.3,,,,5,20,50,20,5,,,,,,,,,,,,,
2024,57,1.5,0,0,0,0,4,25,60,11,0,0,0,0,,,,,,,,,
2024,61,,,,,,,,,,,,,,,,,,,,,,
2024,67,,,,,,,,,,,,,,,,,,,,,,
2024,80,1.5,2.6467203682,3.2220943613,6.2140391254,12.6582278481,12.4280782509,16.9159953972,16.2255466053,13.3486766398,7.3647871116,5.0632911392,2.0713463751,1.8411967779,,,,,,,,,
2024,82,,,,,,,,,,,,,,,,,,,,,,
2024,85,1.8654175134,.0242663737,.1620227807,.8518901202,3.1970269088,8.5671151458,16.3977246036,22.422614165,21.9072870543,15.2928069378,7.6265712407,2.7165381954,.834136474,,,,,,,,,
2024,88,1.3,,3,8,11,12,14,15,14,10,8,5,,,,,,,,,,
2024,89,1.8,0,0,.1,1,6.2,20.2,32.7,26.6,10.8,2.2,.2,0,,,,,,,,,
2024,93,,,,,,,,,,,,,,,,,,,,,,
2024,95,1.3804084832,1.7024253872,3.2195299954,5.1694921959,9.6740013064,14.4304720857,19.9094427674,15.0443441529,13.614148238,9.4445353127,4.5847307257,1.7595419984,1.4473358343,,,,,,,,,
2024,96,2,,,,,,,,,,,,,,,,,,,,,
2024,97,,,,,,,,,,,,,,,,,,,,,,
2024,98,1.6,,,,5,10,30,35,15,5,,,,,,,,,,,,
2024,99,1.6,,,,,,30,70,,,,,,,,,,,,,,
2024,101,1.4,,,2.5,5,12.5,30,30,12.5,5,2.5,,,,,,,,,,,
2024,102,1.5,,,,,,,,,,,,,,,,,,,,,
2024,103,1.7,,,,5,10,25,30,20,10,,,,,,,,,,,,
2024,107,1.9,.0001573862,.0050721514,.0920424623,.9274040078,5.2030094817,16.2941399317,28.5377404107,27.9805077603,15.3576122592,4.713661344,.8074531034,.0811997013,,,,,,,,,
2024,110,1.6,.2061114976,.554425375,2.2745751338,6.2401404107,12.72070316,19.2716829614,21.7000802214,18.1613527004,11.2969772138,5.2222348887,1.7937269145,.5579895227,,,,,,,,,
2024,111,,,,,,,,,,,,,,,,,,,,,,
2024,112,1.8,,,,5,10,20,30,25,10,,,,,,,,,,,,
2024,114,2,,,,,,,,,,,,,,,,,,,,,
